service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"15_#13_2015-11-16T14:41:55_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#13_2015-11-16T14:41:55_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#13_2015-11-16T14:41:55_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#13_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#13_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#13_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#13_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#13_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#14_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#14_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#14_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#14_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#14_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#14_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#14_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#14_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#14_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#14_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#14_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#15_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#15_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#15_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#15_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#15_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#15_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#15_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#15_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#15_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#15_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#15_2015-11-16T14:55:08_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#16_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#16_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#16_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#16_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#16_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#16_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#16_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#16_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#16_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#16_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#16_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#17_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#17_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#17_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#17_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#17_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#17_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#17_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#17_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#17_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#17_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#17_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#18_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#18_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#18_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#18_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#18_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#18_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#18_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#18_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#18_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#18_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#18_2015-11-16T14:55:09_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#19_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#19_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#19_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#19_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#19_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#19_2015-11-16T14:41:56_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#19_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#19_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#19_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#19_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#19_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#2_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#2_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#2_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#2_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#2_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#2_2015-11-16T14:55:06_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#2_2015-11-16T14:55:06_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#2_2015-11-16T14:55:06_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#2_2015-11-16T14:55:06_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#2_2015-11-16T14:55:06_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#2_2015-11-16T14:55:06_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#2_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#2_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#2_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#2_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#2_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#2_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#20_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#20_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#20_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#20_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#20_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#20_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#20_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#20_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#20_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#20_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#20_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#21_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#21_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#21_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#21_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#21_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#21_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#22_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#22_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#22_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#22_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#22_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#22_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#22_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#22_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#22_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#22_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#22_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#23_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#23_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#23_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#23_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#23_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#23_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#24_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#24_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#24_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#24_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#24_2015-11-16T14:41:57_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#24_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#24_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#24_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#24_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#24_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#24_2015-11-16T14:55:10_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#3_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#3_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#3_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#3_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#3_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#3_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#3_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#3_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#3_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#3_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#3_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#3_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#3_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#3_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#3_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#3_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#3_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#4_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#4_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#4_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#4_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#4_2015-11-16T14:41:52_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#4_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#4_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#4_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#4_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#4_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#4_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#4_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#4_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#4_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#4_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#4_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#4_2015-11-16T15:00:05_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#5_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#5_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#5_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#5_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#5_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#5_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#5_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#5_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#5_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#5_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#5_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#5_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#5_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#5_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#5_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#5_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#5_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#6_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#6_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#6_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#6_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#6_2015-11-16T14:41:53_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#6_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#6_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#6_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#6_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#6_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#6_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#6_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#6_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#6_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#6_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#6_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#6_2015-11-16T15:00:06_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#7_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#7_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#7_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#7_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#7_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#7_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#7_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#7_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#7_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#7_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#7_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#8_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#8_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#8_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#8_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#8_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#8_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#8_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#8_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#8_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#8_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#8_2015-11-16T14:55:07_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"15_#9_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"15_#9_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"15_#9_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"15_#9_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"15_#9_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"15_#9_2015-11-16T14:41:54_20170819_99991231_20170706_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
