service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"02_2000 - Copy (2)_20170819_99991231_20170110_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"02_2000 - Copy (3)_20170819_99991231_20170110_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"02_2000 - Copy (3)_20170819_99991231_20170110_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"02_2000 - Copy (3)_20170819_99991231_20170110_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"02_2000 - Copy (3)_20170819_99991231_20170110_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"02_2000 - Copy (3)_20170819_99991231_20170110_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"02_2000 - Copy (3)_20170819_99991231_20170110_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"02_2000 - Copy (4)_20170819_99991231_20170110_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"02_2000 - Copy (4)_20170819_99991231_20170110_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"02_2000 - Copy (4)_20170819_99991231_20170110_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"02_2000 - Copy (4)_20170819_99991231_20170110_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"02_2000 - Copy (4)_20170819_99991231_20170110_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"02_2000 - Copy (4)_20170819_99991231_20170110_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"02_2000 - Copy_Jun 29 2017  6:20:36:910PM_20170819_99991231_20170110_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"02_2000 - Copy_Jun 29 2017  6:20:36:910PM_20170819_99991231_20170110_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"02_2000 - Copy_Jun 29 2017  6:20:36:910PM_20170819_99991231_20170110_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"02_2000 - Copy_Jun 29 2017  6:20:36:910PM_20170819_99991231_20170110_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"02_2000 - Copy_Jun 29 2017  6:20:36:910PM_20170819_99991231_20170110_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"02_2000 - Copy_Jun 29 2017  6:20:36:910PM_20170819_99991231_20170110_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"02_2045 - Copy_Jun 29 2017  6:42:01:137PM_20170819_99991231_20170310_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"02_2045 - Copy_Jun 29 2017  6:42:01:137PM_20170819_99991231_20170310_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"02_2045 - Copy_Jun 29 2017  6:42:01:137PM_20170819_99991231_20170310_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"02_2045 - Copy_Jun 29 2017  6:42:01:137PM_20170819_99991231_20170310_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"02_2045 - Copy_Jun 29 2017  6:42:01:137PM_20170819_99991231_20170310_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"02_2045 - Copy_Jun 29 2017  6:42:01:137PM_20170819_99991231_20170310_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"02_715 - Copy (2)_20170819_99991231_20170310_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"02_715 - Copy (2)_20170819_99991231_20170310_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"02_715 - Copy (2)_20170819_99991231_20170310_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"02_715 - Copy (2)_20170819_99991231_20170310_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"02_715 - Copy (2)_20170819_99991231_20170310_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"02_715 - Copy (2)_20170819_99991231_20170310_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"02_715 - Copy (3)_20170819_99991231_20170310_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"02_715 - Copy (3)_20170819_99991231_20170310_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"02_715 - Copy (3)_20170819_99991231_20170310_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"02_715 - Copy (3)_20170819_99991231_20170310_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"02_715 - Copy (3)_20170819_99991231_20170310_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"02_715 - Copy (3)_20170819_99991231_20170310_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"02_715 - Copy_20170819_99991231_20170310_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"02_715 - Copy_20170819_99991231_20170310_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"02_715 - Copy_20170819_99991231_20170310_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"02_715 - Copy_20170819_99991231_20170310_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"02_715 - Copy_20170819_99991231_20170310_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"02_715 - Copy_20170819_99991231_20170310_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"02_715_Jun 29 2017  4:50:04:843PM_20170819_99991231_20170310_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"02_715_Jun 29 2017  4:50:04:843PM_20170819_99991231_20170310_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"02_715_Jun 29 2017  4:50:04:843PM_20170819_99991231_20170310_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"02_715_Jun 29 2017  4:50:04:843PM_20170819_99991231_20170310_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"02_715_Jun 29 2017  4:50:04:843PM_20170819_99991231_20170310_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"02_715_Jun 29 2017  4:50:04:843PM_20170819_99991231_20170310_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"02_800 - Copy_20170819_99991231_20170110_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"02_800 - Copy_20170819_99991231_20170110_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"02_800 - Copy_20170819_99991231_20170110_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"02_800 - Copy_20170819_99991231_20170110_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"02_800 - Copy_20170819_99991231_20170110_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"02_800 - Copy_20170819_99991231_20170110_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#0_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#0_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#0_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#0_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#0_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#1_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#1_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#1_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#1_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#1_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#1_2015-11-15T10:14:38_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#11_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#11_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#11_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#11_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#11_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#11_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#13_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#13_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#13_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#13_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#13_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#13_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#15_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#15_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#15_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#15_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#15_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#15_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#17_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#17_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#17_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#17_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#17_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#17_2015-11-15T10:14:40_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#19_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#19_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#19_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#19_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#19_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#19_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#21_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#21_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#21_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#21_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#21_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#21_2015-11-15T10:14:41_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#3_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#3_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#3_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#3_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#3_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#3_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#5_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#5_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#5_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#5_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#5_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#5_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#7_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#7_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#7_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#7_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#7_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#7_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_#9_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_#9_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_#9_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_#9_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_#9_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_#9_2015-11-15T10:14:39_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0619_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0619_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0619_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0619_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0619_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0630_Nov 15 2015 10:10:59:097AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0630_Nov 15 2015 10:10:59:097AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0630_Nov 15 2015 10:10:59:097AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0630_Nov 15 2015 10:10:59:097AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0630_Nov 15 2015 10:10:59:097AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (10)_Jun 29 2017 10:28:28:293AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (10)_Jun 29 2017 10:28:28:293AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (10)_Jun 29 2017 10:28:28:293AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (10)_Jun 29 2017 10:28:28:293AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (10)_Jun 29 2017 10:28:28:293AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (10)_Jun 29 2017 10:28:28:293AM_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (11)_Jun 29 2017 10:28:28:310AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (11)_Jun 29 2017 10:28:28:310AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (11)_Jun 29 2017 10:28:28:310AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (11)_Jun 29 2017 10:28:28:310AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (11)_Jun 29 2017 10:28:28:310AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (11)_Jun 29 2017 10:28:28:310AM_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (12)_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (12)_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (12)_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (12)_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (12)_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (12)_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (13)_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (13)_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (13)_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (13)_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (13)_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (13)_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (14)_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (14)_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (14)_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (14)_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (14)_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (14)_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (15)_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (15)_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (15)_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (15)_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (15)_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (15)_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (2)_Jun 29 2017 10:28:27:083AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (2)_Jun 29 2017 10:28:27:083AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (2)_Jun 29 2017 10:28:27:083AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (2)_Jun 29 2017 10:28:27:083AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (2)_Jun 29 2017 10:28:27:083AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (2)_Jun 29 2017 10:28:27:083AM_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (3)_Jun 29 2017 10:28:27:320AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (3)_Jun 29 2017 10:28:27:320AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (3)_Jun 29 2017 10:28:27:320AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (3)_Jun 29 2017 10:28:27:320AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (3)_Jun 29 2017 10:28:27:320AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (3)_Jun 29 2017 10:28:27:320AM_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (4)_Jun 29 2017 10:28:27:610AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (4)_Jun 29 2017 10:28:27:610AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (4)_Jun 29 2017 10:28:27:610AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (4)_Jun 29 2017 10:28:27:610AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (4)_Jun 29 2017 10:28:27:610AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (4)_Jun 29 2017 10:28:27:610AM_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (5)_Jun 29 2017 10:28:27:917AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (5)_Jun 29 2017 10:28:27:917AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (5)_Jun 29 2017 10:28:27:917AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (5)_Jun 29 2017 10:28:27:917AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (5)_Jun 29 2017 10:28:27:917AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (5)_Jun 29 2017 10:28:27:917AM_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (6)_Jun 29 2017 10:28:28:070AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (6)_Jun 29 2017 10:28:28:070AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (6)_Jun 29 2017 10:28:28:070AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (6)_Jun 29 2017 10:28:28:070AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (6)_Jun 29 2017 10:28:28:070AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (6)_Jun 29 2017 10:28:28:070AM_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (7)_Jun 29 2017 10:28:28:230AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (7)_Jun 29 2017 10:28:28:230AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (7)_Jun 29 2017 10:28:28:230AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (7)_Jun 29 2017 10:28:28:230AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (7)_Jun 29 2017 10:28:28:230AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (7)_Jun 29 2017 10:28:28:230AM_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (8)_Jun 29 2017 10:28:28:247AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (8)_Jun 29 2017 10:28:28:247AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (8)_Jun 29 2017 10:28:28:247AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (8)_Jun 29 2017 10:28:28:247AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (8)_Jun 29 2017 10:28:28:247AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (8)_Jun 29 2017 10:28:28:247AM_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy (9)_Jun 29 2017 10:28:28:283AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (9)_Jun 29 2017 10:28:28:283AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy (9)_Jun 29 2017 10:28:28:283AM_20170819_99991231_20170106_99991231_4","0","0","1","0","0","0","0","20170819","20180531"
"03_0730 - Copy (9)_Jun 29 2017 10:28:28:283AM_20170819_99991231_20170106_99991231_5","0","0","0","1","0","0","0","20170819","20180531"
"03_0730 - Copy (9)_Jun 29 2017 10:28:28:283AM_20170819_99991231_20170106_99991231_6","0","0","0","0","1","0","0","20170819","20180531"
"03_0730 - Copy (9)_Jun 29 2017 10:28:28:283AM_20170819_99991231_20170106_99991231_7","0","0","0","0","0","1","0","20170819","20180531"
"03_0730 - Copy_Jun 29 2017 10:28:26:923AM_20170819_99991231_20170106_99991231_2","1","0","0","0","0","0","0","20170819","20180531"
"03_0730 - Copy_Jun 29 2017 10:28:26:923AM_20170819_99991231_20170106_99991231_3","0","1","0","0","0","0","0","20170819","20180531"
